Year,Title,Artist,Lyrics,Language,Genre
1999.0,SUMMER SON,TEXAS,"i'm tired of telling the story
tired of telling it your way
yeh i know what i saw
i know that i found the floor


before you take my heart, reconsider
before you take my heart, reconsider
i've opened the door
i've opened the door


here comes the summer's son
he burns my skin
i ache again
i'm over you


i thought i had a dream to hold
maybe that has gone
your hands reach out and touch me still
but this feels so wrong


before you take my heart, reconsider
before you take my heart, reconsider
i've opened the door
i've opened the door

here comes the summer's son
he burns my skin
i ache again
i'm over you




before you take my heart, reconsider
before you take my heart, reconsider
i've opened the door
i've opened the door


here comes the summer's son
he burns my skin
i ache again
i'm over you
here comes the winter's rain
to cleanse my skin
i wake again
i'm over you (i'm over you)
here comes the summer's son (i'm over you)
he burns my skin
i ache again
i'm over you (i'm over you)
here comes the winter's rain (i'm over you)
to cleanse my skin (i'm over you)
i wake again
i'm over you (i'm over you)2",Anglais,Pop
1999.0,PUT YOUR HANDS UP,BLACK AND WHITE BROTHERS,"put your hands up in the air
put your hands up in the air
put your hands up in the air
put your hands up in the air x 2

put your hands up in the air
put your hands up in the air
put your hands up in the air
put your hands up in the air x 2

take me back
take me back
take me back
take me back

put your hands up in the air
put your hands up in the air
put your hands up in the air
put your hands up in the air
put your hands up in the air
put your hands up in the air
put your hands up in the air
put your hands up in the air

chorus:
take me back
take me back
its hard to resist
take me back
take me back
its hard to resist
take me back
its alright
take me back
its hard to resist
take me back
take me back
its hard to resist
put your hands up in the air
put your hands up in the air
put your hands up in the air
put your hands up in the air
put your hands up in the air
put your hands up in the air
put your hands up in the air
put your hands up in the air
put your hands up...
put your hands up...
put your hands up...
put your hands up...
i-in the air

take me back
take me back
its hard to resist
take me back
take me back
its hard to resist

oh take me (repeat)

its alright
take me back
its alright
its hard to resist
its alright
take me back
its alright
its hard to resist",Anglais,Electronique
1999.0,MON AMIE LA ROSE,NATACHA ATLAS,"on est bien peu de choses
et mon amie la rose
me l'a dit ce matin
à l'aurore je suis née
baptisée de rosée
je me suis épanouie
heureuse et amoureuse
au rayon du soleil
me suis fermée la nuit
me suis reveillée vieillie

pourtant j'etais très belle
oui, j'etais la plus belle
des fleurs de ton jardin

on est bien peu de choses
et mon amie la rose
me l'a dit ce matin
vois le dieu qui m'a faite
m'a fait courber la tête
et je sens que je tombe
et je sens que je tombe
mon cœur est presque nu
j'ai le pied dans la tombe
déjà je ne suis plus
tu m'admirais que hier
et je serai poussière
pour toujours demain
on est bien peu de choses
et mon amie la rose
est morte ce matin
la lune cette nuit
a veille mon amie
moi en rêve j'ai vu
éblouissant et nu
son âme qui dansait
bien-au delà du nu
et qui me souriait

croit celui qui peut croire
moi j'ai besoin d'espoir
sinon je ne suis rien

on est bien peu de choses
et mon amie la rose
me l'a dit ce matin
vois le dieu qui m'a faite
m'a fait courber la tête
et je sens que je tombe
et je sens que je tombe
mon cœur est presque nu
j'ai le pied dans la tombe
déjà je ne suis plus
tu m'admirais que hier
et je serai poussière
pour toujours demain1",Français,Variété Française
1999.0,YOU DRIVE ME CRAZY,BRITNEY SPEARS,"baby, i'm so into you
you got that something, what can i do?
baby, you spin me around, oh
the earth is moving, but i can't feel the ground


every time you look at me
my heart is jumping, it's easy to see
loving you means so much more
more than anything i ever felt before


you drive me crazy, i just can't sleep
i'm so excited, i'm in too deep
oh, crazy, but it feels alright
baby, thinking of you keeps me up all night


oh-oh


tell me you're so into me
that i'm the only one you will see
tell me i'm not in the blue, oh
that i'm not wasting my feelings on you

loving you means so much more
more than anything i ever felt before


you drive me crazy, i just can't sleep
i'm so excited, i'm in too deep
oh, crazy, but it feels alright
baby, thinking of you keeps me up all night


crazy, i just can't sleep
i'm so excited, i'm in too deep
crazy, but it feels alright
every day and every night


you drive me crazy (you drive me crazy, baby)
i'm so excited, i'm in too deep
oh, crazy (you make me feel alright)
baby, thinking of you keeps me up all night (oh-oh)


you drive me crazy (you drive me crazy, baby)
yeah, yeah
oh, crazy, but it feels alright (you drive me)
baby, thinking of you keeps me up all night
baby, thinking of you keeps me up all night5",Anglais,Pop
1999.0,PRETTY FLY (FOR A WHITE GUY),THE OFFSPRING,"gunter glieben glauten globen


give it to me, baby!
uh huh, uh huh!
give it to me, baby!
uh huh, uh huh!
give it to me, baby!
uh huh, uh huh!
and all the girlies say i'm pretty fly for a white guy
uno, dos, tres, cuatro, cinco, cinco, seis


you know, it's kinda hard just to get along today
our subject isn't cool, but he fakes it anyway
he may not have a clue and he may not have style
but everything he lacks, well, he makes up in denial


so don't debate a player straight
you know he really doesn't get it anyway
gotta play the field and keep it real
for you, no way, for you, no way
so if you don't rate, just overcompensate
at least that you'll know you can always go on ricki lake
the world needs wannabes, ah
hey, hey, do that brand new thing!
see the offspring liveget tickets as low as $55
give it to me, baby!
uh huh, uh huh!
give it to me, baby!
uh huh, uh huh!
give it to me, baby!
uh huh, uh huh!
and all the girlies say i'm pretty fly for a white guy


he needs some cool tunes, not just any will suffice
but they didn't have ice cube, so he bought vanilla ice
now cruisin' in his pinto, he sees homies as he pass
but if he looks twice, they're gonna kick his lily ass


so don't debate a player straight
you know he really doesn't get it anyway
gotta play the field and keep it real
for you, no way, for you, no way
so if you don't rate, just overcompensate
at least that you'll know you can always go on ricki lake
the world wants wannabes, ah
hey, hey, do that brand new thing!


now he's gettin' a tattoo, yeah, he's gettin' ink done
he asked for a thirteen, but they drew a thirty-one
friends say he's tryin' too hard and he's not quite hip
but in his own mind, he's the, he's the dopest trip

give it to me, baby!
uh huh, uh huh!
give it to me, baby!
uh huh, uh huh!
give it to me, baby!
uh huh, uh huh!
uno, dos, tres, cuatro, cinco, cinco, seis


so don't debate a player straight
you know he really doesn't get it anyway
gotta play the field and keep it real
for you, no way, for you, no way
so if you don't rate, just overcompensate
at least that you'll know you can always go on ricki lake
the world needs wannabes, ah
the world loves wannabes, ah
let's get some more wannabes, ah
hey, hey, do that brand new thing!16",Anglais,Rock
1999.0,BEAUTIFUL STRANGER,MADONNA,"haven't we met?
you're some kind of beautiful stranger
you could be good for me
i've had the taste for danger
if i'm smart then i'll run away
but i'm not, so i guess i'll stay
heaven forbid
i'll take my chance on a beautiful stranger


i looked into your eyes
and my world came tumbling down
you're the devil in disguise
that's why i'm singing this song
to know you is to love you


you're everywhere i go
and everybody knows
to love you is to be part of you
i've paid for you with tears
and swallowed all my pride


da-da-da-da-da-da, da-da-da-da, dum
beautiful stranger
da-da-da-da-da-da, da-da-da-da, dum
beautiful stranger

if i'm smart then i'll run away
but i'm not so i guess i'll stay
haven't you heard?
i fell in love with a beautiful stranger


i looked into your face
my heart was dancing all over the place
i'd like to change my point of view
if i could just forget about you


to know you is to love you
you're everywhere i go
and everybody knows


i looked into your eyes
and my world came tumbling down
you're the devil in disguise
that's why i'm singing this song to you
to know you is to love you


you're everywhere i go
and everybody knows
i've paid for you with tears
and swallowed all my pride

da-da-da-da-da-da, da-da-da-da, dum
beautiful stranger
da-da-da-da-da-da, da-da-da-da, dum
beautiful stranger6",Anglais,Pop
1999.0,SATE SAN,OFASIA,"さてーさん、 きみ こそ ひみつ を している
きみ わ せかい の ひみつ を している


हर दिन तुम बताके हो अपने जीवन के भेद
हर पल आती हूँ तुम्हारे पास
तुम जो देखते हो  को सांस लेते हुए
さてーさん, भगवान साधु आत्मा
तुम वह रूह हो जानती है दुनिया के राज


きみ こそ ひみつ を している


आत्मा さてーさん


さてーさん, तुम रूह हो जो मुझे बचाती है
さてーさん, तुम रूह हो जो मुझे बचाती है
さてーさん, तुम वह हो मेरेको देखती है
तुम वह हो さてーさん जो मुझे जानती है


मेरी आत्मा さてーさん

さてーさん, तुम रूह हो जो मुझे बचाती है
さてーさん, तुम रूह हो जो मुझे बचाती है
さてーさん, तुम वह हो मेरेको देखती है
तुम वह हो さてーさん जो मुझे जानती है


हर दिन तुम बताके हो अपने जीवन के भेद
हर पल आती हूँ तुम्हारे पास
तुम वह रूह हो जानती है दुनिया के राज


きみ こそ ひみつ を している


आत्मा さてーさん


さてーさん, तुम रूह हो जो मुझे बचाती है
さてーさん, तुम रूह हो जो मुझे बचाती है
さてーさん, तुम वह हो मेरेको देखती है
तुम वह हो さてーさん जो मुझे जानती है


मेरी आत्मा さてーさん



साधु, आत्मा रूह
साधु, आत्मा रूह
साधु, आत्मा रूह


さてーさん, तुम रूह हो जो मुझे बचाती है
さてーさん, तुम रूह हो जो मुझे बचाती है
さてーさん, तुम वह हो मेरेको देखती है
तुम वह हो さてーさん जो मुझे जानती है
さてーさん, तुम रूह हो जो मुझे बचाती है
さてーさん, तुम रूह हो जो मुझे बचाती है
さてーさん, तुम वह हो मेरेको देखती है
तुम वह हो さてーさん जो मुझे जानती है


मेरी आत्मा さてーさん


साधु, आत्मा रूह...यह
साधु, आत्मा रूह...यह
साधु, आत्मा रूह...यह


मेरी आत्मा さてーさん

साधु, आत्मा रूह...यह
साधु, आत्मा रूह...यह
साधु, आत्मा रूह...यह


मेरी आत्मा さてーさん",Autre,Electronique
1999.0,TOUS LES MAUX D'AMOUR,NORMA RAY,"t'as quitté ta province coincée
sous les insultes, les quolibets
le mépris des gens du quartier
et de tes parents effondrés

a quinze ans quand tu as découvert
ce penchant paraît-il pervers
que tu l'as annoncé à ta mère
j'imagine bien la galère

petit pédé...

t'aurais été noir, pas de lézards
besoin d'l'annoncer à personne
mais c'est franch'ment une autre histoire
que d'avouer ""j'aime les hommes""

c'est pas d'ta faute, c'est la nature
comme l'a si bien dit aznavour
que c'est quand même sacrement dur
a l'âge des premières amours

petit pédé...

toute sa vie à faire semblant
d'être ""normal"", comme disent les gens
jouer les machos à tout bout de champ
pour garder ton secret d'enfant
dans le p'tit bled d'où tu viens
les gens te traitaient pire qu'un chien
il fait pas bon être pédé
quand t'es entouré d'enculés

petit pédé...

a paris tu as débarqué
dans les backrooms du marais
dans ce ghetto un peu branché
tu as commencé à t'assumer

pour tous les homos des bars gays
tu étais un enfant perdu
tu as été bien vite adopté
même si c'était pour ton cul

petit pédé...

tu t'es laissé aller parfois
a niquer plus que de raison
c'est ta liberté, c'est ton droit
t'as heureus'ment fais attention

tu t'es protégé de ce mal
qui a emporté tant de tes potes
grâce à ce virus infernal
ne sortez jamais sans capotes
petit pédé...

bientôt tu trouveras un mec
un moustachu ou un gentil
alors tu te maqu'ras avec
pour quelques jours ou pour la vie

rêv'rez peut-être d'un enfant
y en a plein les orphelinats
sauf que pour vous papa-maman
c'est juste interdit par la loi

petit pédé...

tu seras malheureux parfois
la vie c'est pas toujours le pied
moi qui ne suis pas comme toi
le malheur j'ai déjà donné

qu'on soit tarlouze ou hétéro
c'est final'ment, le même topo
seul l'amour guérit tous les maux
je te le souhaite et au plus tôt

petit pédé
petit pédé1",Français,Variété Française
2000.0,CES SOIREES LA,YANNICK,"que tous ceux qui sont dans la vibe
lèvent le doigt !
que toutes celles qui sont dans la vibe
lèvent le doigt !
que ceux qui sont assis se lèvent
suivent le pas !
allez maintenant on y va !


ces soirées-là, avant même qu'elles aient commencé
on est déjà dans l'ambiance, et
à peine entrés sur la piste, on lâche notre dernier pas
avec bien plus de style que travolta
pas l'temps d'souffler, dans la foule on part en reconnaissance
serrer : c'est la seule chose à laquelle on pense
chacun fait son numéro pour en avoir un
vu qu'rentrer sans rien : y'a pas moyen


ces soirées-là
hein hein ! hein hein !
on drague, on branche, toi-même tu sais pourquoi
ouais, ouais !
pour qu'on finisse ensemble toi et moi
c'est pour ça... qu'on aime toutes ces soirées-là
jusqu'à l'aube, on les aime jusqu'à l'aube, bébé

dans cette soirée-là, tout l'monde danse, et même le dj
après un tour au bar, on a mis l'ambiance, obligé
nos vestes, nos chemises en l'air on faisait voltiger
""eeeeeh !"" faisaient les gars, ""aaaaah !"" faisaient les gos
dans la ronde, c'est là qu'sur elle j'suis tombé
elle est si ""hmmm..."", j'en suis resté bouche bée
en temps normal, l'aborder, j'aurais pas osé
mais tout est permis dans...




elles sont toutes bonnes à croquer
mais c'est sur elle que j'ai craqué
qu'mon jean allait craquer
quand mes yeux, sur elle, se sont braqués
bon là, elle est seule : j'fais quoi ? j'vais lui parler ?
nan... vaut mieux qu'j'me calme avant d'y aller
""mais qu'est-ce qu'il attend pour venir me voir ?""
bon, j'y vais sinon j'vais encore le regretter
""ah enfin, il s'est décidé... peut-être que ce soir...
t'inquiète : la soirée ne fait que commencer...



que tous ceux qui sont dans la vibe
lèvent le doigt !
que toutes celles qui sont dans la vibe
lèvent le doigt !
que tout le monde, main dans la main
suive le pas !
allez maintenant tous ensemble :
en haut ! en bas ! à gauche ! à droite !
en haut ! en bas ! à gauche ! à droite !

1",Français,Variété Française
2000.0,MOI...LOLITA,ALIZEE,"moi, je m'appelle lolita
lo ou bien lola, du pareil au même
moi, je m'appelle lolita
quand je rêve au loup
c'est lola qui saigne
quand fourche ma langue, j'ai là
un fou rire, aussi
fou qu'un phénomène
je m'appelle lolita
lo de vie, lo aux amours diluviennes


c'est pas ma faute
et quand je donne ma langue au chat
je vois les autres
tout prêts à se jeter sur moi
c'est pas ma faute à moi
si j'entends tout autour de moi
l-o-l-i-t-a, moi lolita


moi, je m'appelle lolita
collégienne aux bas bleus de méthylène
moi, je m'appelle lolita
coléreuse et pas, mi-coton, mi-laine
motus et bouche qui n'dis pas
à maman que je suis un phénomène
je m'appelle lolita
lo de vie, lo aux amours diluviennes
see alizée liveget tickets as low as $48
c'est pas ma faute
et quand je donne ma langue au chat
je vois les autres tout prêts à se jeter sur moi
c'est pas ma faute à moi
si j'entends tout autour de moi
l-o-l-i-t-a, moi lolita
c'est pas ma faute
et quand je donne ma langue au chat
je vois les autres tout prêts à se jeter sur moi
c'est pas ma faute à moi
si j'entends tout autour de moi
l-o-l-i-t-a, moi lolita


lo-li-ta, lo-li-ta, lo-li-ta, lo-li-ta
lo-li-ta, lo-li-ta, lo-li-ta, lo-li-ta


c'est pas ma faute
et quand je donne ma langue au chat
je vois les autres tout prêts à se jeter sur moi
c'est pas ma faute à moi
si j'entends tout autour de moi
l-o-l-i-t-a, moi lolita
c'est pas ma faute
et quand je donne ma langue au chat
je vois les autres tout prêts à se jeter sur moi
c'est pas ma faute à moi
si j'entends tout autour de moi
l-o-l-i-t-a, moi lolita
c'est pas ma faute
et quand je donne ma langue au chat
je vois les autres tout prêts à se jeter sur moi
c'est pas ma faute à moi
si j'entends tout autour de moi
l-o-l-i-t-a, moi lolita
c'est pas ma faute
et quand je donne ma langue au chat
je vois les autres tout prêts à se jeter sur moi
c'est pas ma faute à moi
si j'entends tout autour de moi
l-o-l-i-t-a, moi lolita5",Français,Variété Française
2000.0,AIMER,DAMIEN SARGUE & CECILIA CARA,"aimer, c'est ce qu'y a d'plus beau
aimer, c'est monter si haut
et toucher les ailes des oiseaux
aimer, c'est ce qu'y a d'plus beau


aimer, c'est voler le temps
aimer, c'est rester vivant
et brûler au cœur d'un volcan
aimer, c'est ce qu'y a d'plus grand


aimer, c'est plus fort que tout
donner, le meilleur de nous
aimer, et sentir son cœur
aimer, pour avoir moins peur


aimer, c'est ce qu'y a d'plus beau
aimer, c'est monter si haut
et toucher les ailes des oiseaux
aimer, c'est ce qu'y a d'plus beau


aimer, c'est voler le temps
aimer, c'est rester vivant
et brûler au cœur d'un volcan
aimer, c'est ce qu'y a d'plus grand
aimer, c'est brûler ses nuits
aimer, c'est payer le prix
et donner un sens a sa vie
aimer, c'est brûler ses nuits

aimer, c'est ce qu'y a d'plus beau
aimer, c'est monter si haut
et toucher les ailes des oiseaux
aimer, c'est ce qu'y a d'plus beau
aimer…",Français,Variété Française
2000.0,I'M OUTTA LOVE,ANASTACIA,"now, baby, come on
don't claim that love you never let me feel
i should have known
'cause you brought nothing real
come on, be a man about it, you won't die
i ain't got no more tears to cry
and i can't take this no more
you know i gotta let it go
and you know


i'm outta love, set me free
and let me out this misery
just show me the way to get my life again
'cause you can't handle me
said i'm outta love, can't you see
baby, that you gotta set me free?
i'm outta love


said how many times
have i tried to turn this love around?
but every time you just let me down
come on, be a man about it, you'll survive
true that you can work it out all right
tell me, yesterday did you know
i'd be the one to let you go?
and you know
see anastacia liveget tickets as low as $61
i'm outta love, set me free (set me free)
and let me out this misery (oh, let me out this misery)
show me the way to live my life again
you can't handle me
i'm outta love, can't you see
baby, that you gotta set me free
i'm outta


let me get over you
the way you've gotten over me too, yeah
seems like my time has come
and now i'm moving on
i'll be stronger


i'm outta love, set me free (set me free)
and let me out this misery
show me the way to live my life again
you can't handle me (no, no)
said i'm outta love, set me free
and let me out this misery
show me the way to get my life again
you can't handle me
said i'm outta love, can't you see (can't you see?)
baby, that you gotta set me free?
i'm outta love
i'm outta love, set me free (no, no, no)
and let me out this misery (out this misery)
just show me the way to get my life again
'cause you can't handle me (no, no)
said i'm outta love, set me free
and let me out this misery2",Anglais,Pop
2000.0,ANGELA,SAIAN SUPA CREW,"ou pé pa sav (angela)
ki jan mwen enmé
lé ou ka di mwen ou eksité
kè an mwen ka pèd kadans lé ou ka alonjé
kô aw anlè mwen
jiska démen
mwen vlé senti po aw saten
nou séten nou ké las démen maten


illico, j'mets l'turbo, j'adore quand tu m'dis : ""leeroy, c'est toi l'plus beau
t'es celui qu'j'préfère, celui qui m'fait grimper au rideau
à n'importe quelle heure et dans n'importe quel studio""
tout le monde sait qu'tu connais toutes les ses-po donc on t'aime trop
on sait tous qu'avec toi, on passera des moments très chauds
à chaque fois qu'tu t'sens seule, n'hésite pas, compose mon numéro
toi-même tu sais qu'une fois d'plus ce sera très chaud
(ha-ha, ho-ho)


angela mwen ké fenn tchou aw
pendan papa'w pa la, angela
angela mwen ké fenn tchou aw
pendan papa'w pa la, angela

twop chichi, twop hein-hein
angela me tchip, a peur du hin hin
contraint, je suis une contrainte
c'est par contrat moral qu'elle se retrouve contre un
noir à lunettes, vicelow
homme de zouk, homme de soukouss
malhonnête, ce coup-ci, si j'ai pas elle, j'ai sa cousine
elle est couci-couça, elle a grossi mais j'mettrai un coup à ça


angela mwen ké fenn tchou aw
pendan papa'w pa la, angela
angela mwen ké fenn tchou aw
pendan papa'w pa la, angela


angela, mwen ké fenn tchou aw
pendan papa'w pa la, angela
angela (angela)
ou péké jen di mwen awa
pani pwoblem si papa'w pa la
tout l'monde te connaît dans l'quartier, fais pas style tu nous r'connais pas
t'es celle sur qui tous les gars s'retournent et qui n'marche plus très droit
angela, ka ou ké fè si papa'w sav sa
ou san fouté, ou pa ka pèd fwa, ou ka kontinyé
é sé sa nou enmé èvè'w, angela

angela-aa, mwen ké fenn tchou aw, pendan papa'w pa la
oh angela
angela, mwen ké fenn tchou a-a-aw
la-a-a an..


angela mwen ké fenn tchou aw
pendan papa'w pa la, angela
angela mwen ké fenn tchou aw
pendan papa'w pa la, angela
angela mwen ké fenn tchou aw
pendan papa'w pa la, angela
5",Français,Hip-Hop/Rap
2000.0,MARIA MARIA,SANTANA,"ladies and gents, turn up your sound systems
to the sound of carlos santana
and the g&b
it's the product of ghetto blues
from the refugee camp


oh, maria, maria
she remind me of a west side story
growing up in spanish harlem
she living the life just like a movie star
oh, maria, maria
she fell in love in east l.a
to the sounds of the guitar, yeah, yeah
played by carlos santana




stop the looting, stop the shooting
pickpocketing on the corner
see, as the rich is getting richer
the poor is getting poorer
see me and maria on the corner
thinking of ways to make it better
in my mailbox, there's an eviction letter
signed by the judge, said, ""see you later"", yeah
see santana liveget tickets as low as $24
ahora vengo mama chula, mama chula
ahora vengo mama chula (east coast)
ahora vengo mama chula, mama chula
ahora vengo mama chula (west coast)


maria, maria
she remind me of a west side story
growing up in spanish harlem
she living the life just like a movie star
oh, maria, maria
she fell in love in east l.a
i said, to the sounds of the guitar, yeah, yeah
played by carlos santana




i said a la favela los colores
the streets are getting hotter
there is no water to put out the fire
ni gota de esperanza
see me and maria on the corner
thinking of ways to make it better
then i looked up in the sky
hoping that there's a paradise, yeah, yeah

ahora vengo mama chula, mama chula
ahora vengo mama chula (northside)
ahora vengo mama chula, mama chula
ahora vengo mama chula (southside)
ahora vengo mama chula, mama chula
ahora vengo mama chula (worldwide)
ahora vengo mama chula, mama chula
ahora vengo mama chula (open up your eyes)


maria, you know you're my lover
when the wind blows, i can feel you
through the weather
and even when we are apart
still feels like we're together, maria, yeah


she remind me of a west side story
growing up in spanish harlem
she living the life just like a movie star
oh, maria, maria
oh, she fell in love in east l.a
to the sounds of the guitar
played by carlos santana



put 'em up y'all
carlos santana with the refugee camp
wyclef
jerry wonda
mr. santana
g&b
yo carlos, man, you're making that guitar cry22",Anglais,Rock
2000.0,ELLE EST A TOI,ASSIA,"elle est à toi mais sache que tu la perdras
si tu la laisses plantée là au lieu de prendre soin d'elle
seule, tu as la foi, elle éveille chaque fois en toi
des joies exceptionnelles quand seule tu t'occupes d'elle


montagnes de problèmes autour d'elle s'élèvent
mensonges et colère ont détruit ses rêves
elle si jeune, elle si forte
belle mais seule, sa peine elle supporte
elle n'a plus de repère, seule élève sa gosse
dans un nid de vipères, vit une vie atroce
elle ne pense qu'à elle, dépense
dans un seul sens, oublie même qu'elle a donné naissance


elle est à toi mais sache que tu la perdras
si tu la laisses plantée là au lieu de prendre soin d'elle
seule, tu as la foi, elle éveille chaque fois en toi
des joies exceptionnelles quand seule tu t'occupes d'elle


oh, pourquoi, pourquoi, pourquoi tout s'écroule sous ses pas ?
jamais le bonheur ne l'a entourée de ses bras
à son âge les autres sont déjà plongés dans leurs draps
à son âge on n'fait pas c'qu'elle fait toute seule en bas
se conduit comme un homme (comme un homme)
si jeune, pourtant si forte
personne pour qu'elle comprenne, qu'elle se traîne
qu'on l'entraîne malgré elle sur une mauvaise voie

elle est à toi mais sache que tu la perdras
si tu la laisses plantée là au lieu de prendre soin d'elle
seule, tu as la foi, elle éveille chaque fois en toi
des joies exceptionnelles quand seule tu t'occupes d'elle


pourquoi ces barrières entre fille et mère ?
amours éphémères, misère, vie amère
elles s'ignorent, elles s'adorent
elles se ressemblent, l'une pour l'autre tremble
est-ce l'absence d'un père qui trouble cet enfant ?
ou le manque d'amour d'une mère encore plus frustrant ?
même rebelle, elle t'appelle
elle est tienne, n'oublie pas, elle n'a que toi pour modèle


elle est à toi mais sache que tu la perdras
si tu la laisses plantée là au lieu de prendre soin d'elle
seule, tu as la foi, elle éveille chaque fois en toi
des joies exceptionnelles quand seule tu t'occupes d'elle


elle est à toi, toi
elle est à toi (ouh-ah-ah-ouh-ah-ah)
elle est à toi (ouh-ah-ah-ouh-ah-ah)",Français,R&B
2000.0,SEX BOMB,TOM JONES & MOUSSE T,"oh
oh, baby
yeah, ooh, yeah
huh, listen to this


spy on me, baby, use satellite
infrared to see me move through the night
aim, gonna fire, shoot me right
i'm gonna like the way you fight
(and i love the way you fight)
now you found the secret code i use
to wash away my lonely blues (well)
so, i can't deny or lie 'cause you're
the only one to make me fly (you know what you are, you are)


sex bomb, sex bomb, you're a sex bomb (uh, huh)
you can give it to me when i need to come along (give it to me)
sex bomb, sex bomb, you're my sex bomb
and, baby, you can turn me on
(baby, you can turn me on)


you know what you're doing to me, don't you? (ha-ha)
i know you do
see tom jones liveget tickets as low as $48
now don't get me wrong, ain't gonna do you no harm (no)
this bomb's made for lovin' and you can shoot it far
i'm your main target, come and help me ignite (ow)
love struck, holding you tight (hold me tight, darlin')
make me explode, although you know
the route to go, to sex me slow (slow, baby)
and, yes, i must react to claims of those
who say that you are not all that (huh, huh
huh)


sex bomb, sex bomb (well), you're my sex bomb
you can give it to me when i need to come along
sex bomb, sex bomb (yeah), you're my sex bomb (huh)
and, baby, you can turn me on (turn me on, darlin')
sex bomb, sex bomb (ah-ah), you're my sex bomb (sex bomb)
you can give it to me when i need to come along
sex bomb, sex bomb, you're my sex bomb
and, baby, you can turn me on (ha-ha-ha)


you can give me more and more counting up the score (yeah)
you can turn me upside down and inside out
you can make me feel the real deal (uh, uh)
and i can give it to you any time because you're mine

ouch
sex bomb
oh, baby


sex bomb, sex bomb, you're my sex bomb
and you can give it to me when i need to be turned on (no, no)
sex bomb, sex bomb (well), you're my sex bomb
and, baby, you can turn me on (turn me on)
and, baby, you can turn me on (turn me on)
baby, you can turn me on (turn me on)
ooh, baby, you can turn me on (turn me on)
baby, you can turn me on, ooh
baby, you can turn me on, ooh
baby, you can turn me on
well, baby, you can turn me on7",Anglais,Pop
2000.0,"ELLE, TU L'AIMES",HELENE SEGARA,"elle, tu l'aimes si fort, si fort
au point, je sais, que tu serais perdu sans elle
elle, tu l'aimes autant, je crois
que j'ai besoin de toi

moi j'enferme ma vie dans ton silence
elle tu l'aimes, c'est toute la différence
elle tu l'aimes au point surement
d'avoir au cœur un incendie qui s'éternise
elle tu l'aimes et moi sans toi
en plein soleil j'ai froid

plus ma peine grandit en ton absence
plus tu l'aimes, c'est toute la différence

elle tu l'aimes si fort, si fort
au point je sais que tu pourrais mourir pour elle
elle tu l'aimes si fort et moi
je n'aime toujours que toi

translation to english:

you love her so much, so much
to the point, i know, that you would be lost without her
you love her as much, as i believe
that i need you
i locked up my life in your silence
you love her and that makes all the difference
you surely love her, to the point
that your heart will burn for eternity
you love her and without you
in the bright sunshine, i am cold

the more the pain grows in your absence
the more you love her, which makes all the difference

you love her so much, so much
to the point, i know, you would die for her
you love her so much and i
will still only love you",Français,Variété Française
2000.0,IF I COULD TURN BACK THE HANDS OF TIME,R KELLY,"how did i ever let you slip away
never knowing i'd be singing this song some day
and now i'm sinking, sinking to rise no more
ever since you closed the door


if i could turn, turn back the hands of time
then my darling you'd still be mine
if i could turn, turn back the hands of time
then darling you, you'd still be mine


funny, funny how time goes by
and blessings are missed in the wink of an eye
why oh why oh why should one have to go on suffering
when every day i pray please come back to me


if i could turn, turn back the hands of time
then my darling you'd still be mine
if i could turn, turn back the hands of time
then darling you, you'd still be mine


and you had enough love for the both of us
but i, i, i did you wrong, i admit i did
but now i'm facing the rest of my life alone, whoa

if i could turn, turn back the hands of time
then my darling you'd still be mine
if i could turn, turn back the hands of time
then darling you, you'd still be mine
oh i'd never hurt you (if i could turn back)
never do you wrong (if i could turn back)
and never leave your side (if i could turn back)
if i could turn back the hands
there'd be nothing i wouldn't do for you (if i could turn back)
forever honest and true to you (if i could turn back)
if you accept me back in your heart, i love you (if i could turn back the hands)
(if i could turn back)
oh oh, that would be my will
(if i could turn back)
darling i'm begging you to take me by the hands
(if i could turn back the hands)
i'm going down, yes i am
(if i could turn back)
down on my bended knee, yeah
(if i could turn back)
and i'm gonna be right there until you return to me
(if i could turn back the hands) oh oh oh
(if i could turn back)
if i could just turn back that little clock on the wall
(if i could turn back)
then i'd come to realize how much i love you
love you, love you, love you, love you
(if i could turn back the hands, if i could turn back the hands)
(oh oh oh oh)6",Anglais,R&B
2000.0,EASY LOVE,LADY,"in everything i do
i only think of you
a universal language
that's understood
please let me know
exactly what you want
so baby, if you feel it
speak it to me, speak it to me
(baby, baby, baby)

easy love that you're looking for, baby
easy love that i need, darling
all the things you're giving me
just makes it hard to see
easy love that you're looking for, baby(easy love)
easy love that i need, darling
all the things you're giving me(all the things you're giving me)
just makes it hard to see

in everything i do
i only think of you
a universal language
that's understood
please let me know
exactly what you want
so baby, if you feel it
speak it to me, speak it to me
(baby, baby, baby)
easy love that you're looking for, baby
easy love that i need, darling
all the things you're giving me
just makes it hard to see
easy love that you're looking for, baby(easy love)
easy love that i need, darling
all the things you're giving me(all the things you're giving me)
just makes it hard to see

in everything i do
i only think of you
so baby, if you feel it
speak it to me, speak it to me
(baby, baby, baby)

easy love that you're looking for, baby(baby)
easy love that i need, darling
all the things you're giving me
just makes it hard to see
easy love that you're looking for, baby(easy love)
easy love that i need, darling
all the things you're giving me(all the things you're giving me)
just makes it hard to see",Anglais,Pop
